Gene_ID,Locus_Tag,Feature_Type,Name,BlastRules,COG,EC,GO,KEGG,NCBIFam,PFAM,RFAM,RefSeq,SO,UniParc,UniRef
MPDKNC_00127,MPDKNC_00127,CDS,UVR domain-containing protein,,COG3880|O,,,,,,,WP_053429969.1,0001217,UPI0006A9FC70,UniRef100_A0A0M0FZI7|UniRef50_P37569|UniRef90_A0A0M0FZI7
MPDKNC_00128,MPDKNC_00128,CDS,protein arginine kinase,,COG3869|O,2.7.14.1,0016301|0046314,,,,,WP_079513655.1,0001217,UPI0009A8478D,UniRef100_A0A5D4RA72|UniRef50_P37570|UniRef90_A0A0M0FZZ6
MPDKNC_00129,MPDKNC_00129,CDS,ATP-dependent protease ATP-binding subunit ClpC,WP_003235011,COG0542|O,,,,,,,WP_056541764.1,0001217,UPI0006FC6160,UniRef100_A0A5D4R9Z8|UniRef50_Q2G0P5|UniRef90_A0A370G5F0
MPDKNC_00130,MPDKNC_00130,CDS,DNA repair protein RadA,,COG1066|L,,0003684|0005524|0006281,,,,,WP_048007584.1,0001217,UPI00064F6BC1,UniRef100_A0A0J5UWF3|UniRef50_P37572|UniRef90_A0A0V8H4H0
MPDKNC_00131,MPDKNC_00131,CDS,DNA integrity scanning diadenylate cyclase DisA,,COG1623|T,2.7.7.85,,K07067,,,,WP_048007585.1,0001217,UPI00064FFEA4,UniRef100_A0A0J5S0K7|UniRef50_P37573|UniRef90_A0A0P6VYH2
MPDKNC_00132,MPDKNC_00132,CDS,TRAM domain-containing protein,,COG4956|R,,,,,,,WP_238283393.1,0001217,UPI001EE26294,UniRef100_UPI001EE26294|UniRef50_Q06754|UniRef90_A0A1J6WM43
MPDKNC_00133,MPDKNC_00133,CDS,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase,,COG1211|I,,,,,,,WP_056541770.1,0001217,UPI0006F277BE,UniRef100_UPI0006F277BE|UniRef50_Q81VV5|UniRef90_A0A0M0FZZ2
MPDKNC_00134,MPDKNC_00134,CDS,2-C-methyl-D-erythritol 2%2C4-cyclodiphosphate synthase,,COG0245|I,,,,,,,WP_238283394.1,0001217,UPI001EE16CFF,UniRef100_UPI001EE16CFF|UniRef50_Q6FAU4|UniRef90_A0A0M0FZ06
MPDKNC_00135,MPDKNC_00135,CDS,glutamate--tRNA ligase,,COG0008|J,6.1.1.17|6.1.1.24,0000166|0004818|0005524|0006424,K09698,,,,WP_238283395.1,0001217,UPI001EE34D45,UniRef100_UPI001EE34D45|UniRef50_Q97NG1|UniRef90_A0A0M0FZ09
MPDKNCJOEG_208,,regulatory_region,T-box leader,,,,,,,,RF00230,,0000140,,
MPDKNC_00136,MPDKNC_00136,CDS,serine O-acetyltransferase,,COG1045|E,2.3.1.30,0005737|0006535|0009001,,,,,WP_053429962.1,0001217,UPI0006A9932B,UniRef100_A0A0M0FZ46|UniRef50_A0A3E0KFE6|UniRef90_A0A0M0FZ46
MPDKNC_00137,MPDKNC_00137,CDS,cysteine--tRNA ligase,,COG0215|J,6.1.1.16,0004817|0005524|0005737|0006423,K01883,,,,WP_238283396.1,0001217,UPI001EE2C6BB,UniRef100_UPI001EE2C6BB|UniRef50_Q9KGF4|UniRef90_A0A0M0FZH6
MPDKNC_00138,MPDKNC_00138,CDS,Mini-ribonuclease 3,,COG1939|J,,,,,,,WP_218247760.1,0001217,UPI001C48B843,UniRef100_UPI001C48B843|UniRef50_O31418|UniRef90_A0A0M0FZY7
MPDKNC_00139,MPDKNC_00139,CDS,23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB,,COG0566|J,,0006396|0008173,,,,,WP_238283397.1,0001217,UPI001EE1E67D,UniRef100_UPI001EE1E67D|UniRef50_A0A5Q2N1F3|UniRef90_A0A5D4RA07
MPDKNC_00140,MPDKNC_00140,CDS,NYN domain-containing protein,,COG3688|J,,,K06962,,,,WP_048007594.1,0001217,UPI00064ECA71,UniRef100_A0A0J5SZI4|UniRef50_P37574|UniRef90_A0A0J5SZI4
MPDKNC_00141,MPDKNC_00141,CDS,RNA polymerase sporulation sigma factor SigH,,COG1595|K,,0003677|0003700|0006352|0016987,,,,,,0001217,,UniRef50_F5RLE5|UniRef90_A0A0J5S0L6
MPDKNC_00142,MPDKNC_00142,CDS,preprotein translocase subunit SecE,,COG0690|U,,0005886|0009306|0015450|0043952,,,,,WP_053429958.1,0001217,UPI0006A97872,UniRef100_A0A0M0FZH3|UniRef50_Q06799|UniRef90_A0A0M0FZH3
MPDKNC_00143,MPDKNC_00143,CDS,transcription termination/antitermination protein NusG,,COG0250|K,,0032784,K02601,,,,WP_048007597.1,0001217,UPI00064F1B19,UniRef100_A0A0J5UP03|UniRef50_A0A090IPJ1|UniRef90_A0A0J5UP03
MPDKNC_00144,MPDKNC_00144,CDS,50S ribosomal protein L11,,COG0080|J,,0003735|0005840|0006412,K02867,,,,WP_048007598.1,0001217,UPI00064FDA98,UniRef100_A0A0J5T4S1|UniRef50_Q5WLS5|UniRef90_A0A9X0YU90
MPDKNC_00145,MPDKNC_00145,CDS,50S ribosomal protein L1,,COG0081|J,,0003723|0003735|0006412|0015934,K02863,,,,WP_048007599.1,0001217,UPI00064FEE9E,UniRef100_A0A0J5UWE4|UniRef50_Q5M2K0|UniRef90_A0A0J5UWE4
MPDKNCJOEG_234,,regulatory_region,Ribosomal protein L10 leader,,,,,,,,RF00557,,0000140,,
MPDKNC_00146,MPDKNC_00146,CDS,50S ribosomal protein L10,,COG0244|J,,0003735|0006412|0015934,K02864,,,,WP_056541782.1,0001217,UPI0006F3DA1D,UniRef100_A0A5D4RCN8|UniRef50_A6TWJ2|UniRef90_A0A0J5UQ47
MPDKNC_00147,MPDKNC_00147,CDS,50S ribosomal protein L7/L12,,COG0222|J,,0003735|0005840|0006412,,,,,WP_048007601.1,0001217,UPI00064EAB38,UniRef100_A0A0J5XP98|UniRef50_Q8ETZ0|UniRef90_A0A0J5XP98
MPDKNC_00148,MPDKNC_00148,CDS,16S rRNA methyltransferase,,COG2813|J,,,,,,,WP_238283398.1,0001217,UPI001EE39EC8,UniRef100_UPI001EE39EC8|UniRef50_A0A556PLC6|UniRef90_A0A0M0FZX8
MPDKNC_00149,MPDKNC_00149,CDS,DNA-directed RNA polymerase subunit beta,,,2.7.7.6,0003677|0003899|0006351,K03043,,,,WP_053429956.1,0001217,UPI0006A9A247,UniRef100_A0A0M0FYZ2|UniRef50_P0A8V2|UniRef90_A0A0M0FYZ2
MPDKNC_00150,MPDKNC_00150,CDS,DNA-directed RNA polymerase subunit beta',,COG0086|K,2.7.7.6,0003677|0003899|0006351,K03046,,,,WP_238283399.1,0001217,UPI001EE1FD50,UniRef100_UPI001EE1FD50|UniRef50_B1YGU3|UniRef90_A0A0M0FYZ6
MPDKNC_00151,MPDKNC_00151,CDS,50S ribosomal protein L7ae-like protein,,COG1358|J,,,K07590,,,,WP_238284359.1,0001217,UPI001EE386B7,UniRef100_UPI001EE386B7|UniRef50_A8F978|UniRef90_A0A0M0FZ30
MPDKNC_00152,MPDKNC_00152,CDS,30S ribosomal protein S12,,COG0048|J,,0003735|0006412|0015935,K02950,,,,WP_048007604.1,0001217,UPI00064E1C1B,UniRef100_A0A0J5UWE1|UniRef50_P0A7S3|UniRef90_A0A0P6WPC1
MPDKNC_00153,MPDKNC_00153,CDS,30S ribosomal protein S7,,COG0049|J,,0003735|0006412|0015935,K02992,,,,WP_048007605.1,0001217,UPI00064F9D86,UniRef100_A0A0J5UQ42|UniRef50_P02359|UniRef90_A0A0H4KB10
MPDKNC_00154,MPDKNC_00154,CDS,elongation factor G,,,,0003746|0005525|0006414,K02355,,,,WP_053429953.1,0001217,UPI0006A94719,UniRef100_A0A0M0FYY7|UniRef50_P80868|UniRef90_A0A0M0FYY7
MPDKNC_00155,MPDKNC_00155,CDS,elongation factor Tu,,COG0050|J,,0003746|0003924|0005525|0005829|0006414,,,,,WP_053429952.1,0001217,UPI0006A97C2E,UniRef100_A0A0M0FYZ1|UniRef50_P33166|UniRef90_P33166
MPDKNC_00156,MPDKNC_00156,CDS,30S ribosomal protein S10,,COG0051|J,,0000049|0003723|0003735|0005840|0006412|1990904,,,,,WP_034676072.1,0001217,UPI000210ACD9,UniRef100_A0A0J5S720|UniRef50_P0A7R5|UniRef90_Q81VT1
MPDKNC_00157,MPDKNC_00157,CDS,50S ribosomal protein L3,,COG0087|J,,0003735|0005840|0006412,K02906,,,,WP_048007608.1,0001217,UPI00064EF8D2,UniRef100_A0A0J5S6P4|UniRef50_Q8XHS3|UniRef90_A0A0N8GGC9
MPDKNC_00158,MPDKNC_00158,CDS,50S ribosomal protein L4,,COG0088|J,,0003735|0006412|0022625,,,,,WP_053429951.1,0001217,UPI0006A9A4A6,UniRef100_A0A0M0FZW8|UniRef50_P42921|UniRef90_A0A0P6WBD7
MPDKNC_00159,MPDKNC_00159,CDS,50S ribosomal protein L23,,COG0089|J,,0003735|0005840|0006412,,,,,WP_048007610.1,0001217,UPI00064EE44A,UniRef100_A0A0J5XP90|UniRef50_P04454|UniRef90_A0A0J5XP90
MPDKNC_00160,MPDKNC_00160,CDS,50S ribosomal protein L2,,COG0090|J,,0003723|0003735|0006412|0015934|0016740,K02886,,,,WP_053429950.1,0001217,UPI0006A9A983,UniRef100_A0A0M0FYY5|UniRef50_Q85FI1|UniRef90_A0A0M0FYY5
MPDKNC_00161,MPDKNC_00161,CDS,30S ribosomal protein S19,,COG0185|J,,0003735|0006412|0015935,,,,,WP_048007612.1,0001217,UPI00064E1788,UniRef100_A0A0J5T4T3|UniRef50_P21476|UniRef90_U5L694
MPDKNC_00162,MPDKNC_00162,CDS,50S ribosomal protein L22,,COG0091|J,,0003735|0006412|0015934|0019843|0022625,K02890,,,,WP_048007613.1,0001217,UPI00064E8699,UniRef100_A0A0J5SZK0|UniRef50_Q81J37|UniRef90_Q81J37
MPDKNC_00163,MPDKNC_00163,CDS,30S ribosomal protein S3,,COG0092|J,,0003735|0006412,K02982,,,,WP_048007614.1,0001217,UPI00064FA15D,UniRef100_A0A0J5UQ34|UniRef50_P59186|UniRef90_N0AMC4
MPDKNC_00164,MPDKNC_00164,CDS,50S ribosomal protein L16,,COG0197|J,,0000049|0003735|0006412|0019843|0022625,K02878,,,,WP_053429949.1,0001217,UPI0006A9D102,UniRef100_A0A0M0FYX2|UniRef50_P16633|UniRef90_Q8ETX6
MPDKNC_00165,MPDKNC_00165,CDS,50S ribosomal protein L29,,COG0255|J,,0003735|0005840|0006412,,,,,WP_048007616.1,0001217,UPI00064E6C3C,UniRef100_A0A0J5S1T3|UniRef50_Q8UE26|UniRef90_A0A0J5S1T3
MPDKNC_00166,MPDKNC_00166,CDS,30S ribosomal protein S17,,COG0186|J,,0003735|0005840|0006412|0019843|0022627,,,,,WP_053429948.1,0001217,UPI0006A9BCE9,UniRef100_A0A0M0FZ16|UniRef50_P23828|UniRef90_P23828
MPDKNC_00167,MPDKNC_00167,CDS,50S ribosomal protein L14,,COG0093|J,,0003735|0006412|0015934|0022625|0070180,,,,,WP_053429947.1,0001217,UPI0006A96B01,UniRef100_A0A0M0FZF8|UniRef50_B2LMN0|UniRef90_Q927L7
MPDKNC_00168,MPDKNC_00168,CDS,50S ribosomal protein L24,,COG0198|J,,0003735|0005840|0006412,,,,,WP_048007617.1,0001217,UPI00064E4FCA,UniRef100_A0A0J5VYH4|UniRef50_P0CI78|UniRef90_F5HRR2
MPDKNC_00169,MPDKNC_00169,CDS,50S ribosomal protein L5,,COG0094|J,,0003735|0005840|0006412,K02931,,,,WP_048007618.1,0001217,UPI00064ED1E9,UniRef100_A0A0J5SYN8|UniRef50_P73308|UniRef90_A0A0J5SYN8
MPDKNC_00170,MPDKNC_00170,CDS,30S ribosomal protein S8,,COG0096|J,,0003735|0005737|0005840|0006412|0019843|1990904,,,,,WP_048007619.1,0001217,UPI00064F08E7,UniRef100_A0A0J5UNX0|UniRef50_P12879|UniRef90_B1HMW6
MPDKNC_00171,MPDKNC_00171,CDS,50S ribosomal protein L6,,COG0097|J,,0003735|0005840|0006412|0019843,,,,,WP_048007620.1,0001217,UPI00064E4D59,UniRef100_A0A0J5S735|UniRef50_P9WH81|UniRef90_A0A0J5S735
MPDKNC_00172,MPDKNC_00172,CDS,50S ribosomal protein L18,,COG0256|J,,0003735|0005840|0006412,,,,,WP_048007621.1,0001217,UPI00064F9EAF,UniRef100_A0A0J5SZL5|UniRef50_Q8Y445|UniRef90_A0A0J5SZL5
MPDKNC_00173,MPDKNC_00173,CDS,30S ribosomal protein S5,,COG0098|J,,0003735|0006412|0015935,K02988,,,,WP_048007622.1,0001217,UPI00064FEF74,UniRef100_A0A0J5UQ22|UniRef50_P02357|UniRef90_A0A0J5UQ22
MPDKNC_00174,MPDKNC_00174,CDS,50S ribosomal protein L30,,COG1841|J,,0003735|0006412|0015934,,,,,WP_048007623.1,0001217,UPI00064E9C98,UniRef100_A0A0J5V080|UniRef50_P02431|UniRef90_F5HRR5
MPDKNC_00175,MPDKNC_00175,CDS,50S ribosomal protein L15,,COG0200|J,,0003735|0006412|0015934,K02876,,,,WP_048007624.1,0001217,UPI00064F25BF,UniRef100_A0A0J5T5J0|UniRef50_Q5M2D2|UniRef90_A0A0J5T5J0
MPDKNC_00176,MPDKNC_00176,CDS,preprotein translocase subunit SecY,,COG0201|U,,0015031|0016020|0043952,,,,,WP_048007625.1,0001217,UPI00064F1C30,UniRef100_A0A0J5T4U3|UniRef50_F8ILF2|UniRef90_A0A0P6VYD9
MPDKNC_00177,MPDKNC_00177,CDS,adenylate kinase,,COG0563|F,2.7.4.3,0005524|0006139|0016776|0019205,,,,,WP_056541791.1,0001217,UPI0006F2CC00,UniRef100_A0A5D4RA48|UniRef50_P16304|UniRef90_A0A0P6VYW7
MPDKNC_00178,MPDKNC_00178,CDS,type I methionyl aminopeptidase,,COG0024|J,3.4.11.18,0006508|0070006,K01265,,,,WP_053429945.1,0001217,UPI0006A9A08C,UniRef100_A0A0M0FZU4|UniRef50_A0A0S8JL32|UniRef90_A0A6F8TN29
MPDKNC_00179,MPDKNC_00179,CDS,KOW domain-containing protein,,COG2163|J,,,,,,,,0001217,,UniRef50_A0A2P8H8P0|UniRef90_A0A0M0FZ13
MPDKNC_00180,MPDKNC_00180,CDS,translation initiation factor IF-1,,COG0361|J,,0003743|0006413,K02518,,,,WP_048007628.1,0001217,UPI00064E43E6,UniRef100_A0A0J5V085|UniRef50_P65108|UniRef90_A0A0J5V085
MPDKNC_00181,MPDKNC_00181,CDS,50S ribosomal protein L36,WP_000868344,COG0257|J,,0003735|0005737|0005840|0006412|1990904,K02919,,,,WP_003156543.1,0001217,UPI000005FE37,UniRef100_P20278|UniRef50_P20278|UniRef90_P20278
MPDKNC_00182,MPDKNC_00182,CDS,30S ribosomal protein S13,,COG0099|J,,0000049|0003723|0003735|0005829|0005840|0006412|0015935|0019843,K02952,,,,WP_048007629.1,0001217,UPI00064F2F1A,UniRef100_A0A0J5S745|UniRef50_P20282|UniRef90_B7GJ92
MPDKNC_00183,MPDKNC_00183,CDS,30S ribosomal protein S11,,COG0100|J,,0003735|0005840|0006412|0019843|1990904,K02948,,,,WP_048007630.1,0001217,UPI00064FFC41,UniRef100_A0A0J5SZM5|UniRef50_P04969|UniRef90_P04969
MPDKNC_00184,MPDKNC_00184,CDS,DNA-directed RNA polymerase subunit alpha,,COG0202|K,2.7.7.6,0003677|0003899|0006351|0046983,,,,,WP_048007631.1,0001217,UPI00064E5ECC,UniRef100_A0A0J5UQ11|UniRef50_P20429|UniRef90_A0A0J5UQ11
MPDKNC_00185,MPDKNC_00185,CDS,50S ribosomal protein L17,,COG0203|J,,0003735|0005840|0006412|0022625,K02879,,,,WP_048007632.1,0001217,UPI00064F8EAF,UniRef100_A0A0J5V091|UniRef50_P20277|UniRef90_A8F9B3
MPDKNC_00186,MPDKNC_00186,CDS,energy-coupling factor ABC transporter ATP-binding protein,,COG1122|PR,,0005524|0016020|0055085,,,,,WP_053429944.1,0001217,UPI0006A96B23,UniRef100_A0A0M0FYV8|UniRef50_A2RI01|UniRef90_A0A0M0FYV8
MPDKNC_00187,MPDKNC_00187,CDS,energy-coupling factor ABC transporter ATP-binding protein,,COG1122|PR,,0005524|0016020|0055085,,,,,WP_238283400.1,0001217,UPI001EE35BD1,UniRef100_UPI001EE35BD1|UniRef50_Q71WH8|UniRef90_A0A0M0FYZ9
MPDKNC_00188,MPDKNC_00188,CDS,Energy-coupling factor transporter transmembrane protein EcfT,,COG0619|H,,,,,,,WP_238283401.1,0001217,UPI001EE26488,UniRef100_UPI001EE26488|UniRef50_P70972|UniRef90_A0A0M0FZD8
MPDKNC_00189,MPDKNC_00189,CDS,tRNA pseudouridine(38-40) synthase TruA,,,5.4.99.12,0001522|0003723|0009451|0009982,K06173,,,,WP_148986172.1,0001217,UPI0011E8FCEA,UniRef100_A0A5D4RB39|UniRef50_Q9Z9J0|UniRef90_A0A5D4RB39
MPDKNCJOEG_231,,regulatory_region,Ribosomal protein L13 leader,,,,,,,,RF00555,,0000140,,
MPDKNC_00190,MPDKNC_00190,CDS,50S ribosomal protein L13,,COG0102|J,,0003735|0005840|0006412,K02871,,,,WP_048007636.1,0001217,UPI00064EA0AF,UniRef100_A0A0J5VYJ7|UniRef50_P70974|UniRef90_D5DVW8
MPDKNC_00191,MPDKNC_00191,CDS,30S ribosomal protein S9,,COG0103|J,,0003723|0003735|0005840|0006412|0022627,K02996,,,,WP_048007637.1,0001217,UPI00064FCDA0,UniRef100_A0A0J5V096|UniRef50_P31782|UniRef90_Q8Y459
MPDKNC_00192,MPDKNC_00192,CDS,Knr4/Smi1-like domain-containing protein,,,,,,,,,,0001217,,UniRef50_A0A161TCB3|UniRef90_A0A161TCB3
MPDKNC_00193,MPDKNC_00193,CDS,DUF2521 domain-containing protein,,,,,,,,,,0001217,,UniRef50_U5L471|UniRef90_A0A0M0FZ19
MPDKNC_00194,MPDKNC_00194,CDS,N-acetylmuramoyl-L-alanine amidase CwlD,,COG0860|M,3.5.1.28,0008745|0030436,K01448,,,,WP_056541805.1,0001217,UPI0006F480E4,UniRef100_A0A5D4RCF0|UniRef50_A0AA96MVY6|UniRef90_A0A5D4RCF0
MPDKNC_00195,MPDKNC_00195,CDS,hypothetical protein,,,,,,,,,,,,
MPDKNC_00196,MPDKNC_00196,CDS,Iron-sulfur cluster carrier protein,,COG0489|D,,,,,,,WP_079513628.1,0001217,UPI0009A8B4B2,UniRef100_A0A5D4R858|UniRef50_A0A089IP75|UniRef90_A0A0J5S0S3
MPDKNC_00197,MPDKNC_00197,CDS,spore germination lipoprotein GerD,,COG5904|D,,0009847,K06294,,,,WP_238283403.1,0001217,UPI001EE1B2C0,UniRef100_UPI001EE1B2C0|UniRef50_A0A150N0U7|UniRef90_A0A0M0FZD4
MPDKNC_00198,MPDKNC_00198,CDS,KinB-signaling pathway activation protein,,COG5810|DT,,,K06349,,,,WP_053429939.1,0001217,UPI0006A9F015,UniRef100_A0A0M0FZS8|UniRef50_A0A147K568|UniRef90_A0A0M0FZS8
MPDKNC_00199,MPDKNC_00199,CDS,polysaccharide deacetylase family sporulation protein PdaB,,COG0726|GM,,0030436,,,,,WP_053429938.1,0001217,UPI0006A9E6DE,UniRef100_A0A0M0FYU1|UniRef50_P50865|UniRef90_A0A0M0FYU1
MPDKNC_00200,MPDKNC_00200,CDS,Aspartyl-phosphate phosphatase Spo0E family protein,,,,,,,,,WP_079513624.1,0001217,UPI0009A7E30B,UniRef100_A0A5D4RB53|UniRef50_A0A5B8YZN2|UniRef90_A0A0J5S6T4
MPDKNC_00201,MPDKNC_00201,rRNA,16S ribosomal RNA,,,,0005840|0003735,K01977,,,RF00177,,0001000,,
MPDKNC_00202,MPDKNC_00202,rRNA,23S ribosomal RNA,,,,0005840|0003735,K01980,,,RF02541,,0001001,,
MPDKNC_00203,MPDKNC_00203,rRNA,5S ribosomal RNA,,,,0005840|0003735,K01985,,,RF00001,,0000652,,
MPDKNC_00204,MPDKNC_00204,tRNA,tRNA-Asn(gtt),,,,,,,,,,0000257,,
MPDKNC_00205,MPDKNC_00205,tRNA,tRNA-Thr(ggt),,,,,,,,,,0000270,,
MPDKNC_00206,MPDKNC_00206,tRNA,tRNA-Glu(ttc),,,,,,,,,,0000259,,
MPDKNC_00207,MPDKNC_00207,tRNA,tRNA-Val(tac),,,,,,,,,,0000273,,
MPDKNC_00208,MPDKNC_00208,tRNA,tRNA-Thr(tgt),,,,,,,,,,0000270,,
MPDKNC_00209,MPDKNC_00209,tRNA,tRNA-Tyr(gta),,,,,,,,,,0000272,,
MPDKNC_00210,MPDKNC_00210,tRNA,tRNA-Gln(ttg),,,,,,,,,,0000261,,
MPDKNC_00211,MPDKNC_00211,tRNA,tRNA-Lys(ttt),,,,,,,,,,0000265,,
MPDKNC_00212,MPDKNC_00212,CDS,arginase,,COG0010|E,3.5.3.1,0004053|0019547|0046872,,,,,WP_079513715.1,0001217,UPI0009A8FD70,UniRef100_A0A5D4RF77|UniRef50_P39138|UniRef90_A0A5D4RF77
MPDKNC_00213,MPDKNC_00213,CDS,Aspartyl-phosphate phosphatase Spo0E family protein,,COG5804|DT,,,K06376,,,,WP_079513717.1,0001217,UPI0009A67E00,UniRef100_A0A5D4RGQ7|UniRef50_A0A6F8TMW6|UniRef90_A0A5D4RGQ7
MPDKNC_00214,MPDKNC_00214,CDS,RNA polymerase sigma factor SigW,,COG1595|K,,,,,,,WP_048007331.1,0001217,UPI00064E31DA,UniRef100_A0A0J5VF02|UniRef50_A0A4Q9DYZ9|UniRef90_A0A0J5VF02
MPDKNC_00215,MPDKNC_00215,CDS,Anti-sigma-W factor RsiW,,COG5662|K,,,,,,,WP_238283404.1,0001217,UPI001EE2C843,UniRef100_UPI001EE2C843|UniRef50_Q45588|UniRef90_A0A0M0GM27
MPDKNC_00216,MPDKNC_00216,CDS,diadenylate cyclase CdaA,,COG1642|T,2.7.7.85,0004016|0006171,,,,,WP_048007329.1,0001217,UPI00064F9B75,UniRef100_A0A0J5V6I0|UniRef50_Q45589|UniRef90_A0A6F8TMT1
MPDKNC_00217,MPDKNC_00217,CDS,YbbR-like domain-containing protein,,COG4856|T,,,,,,,WP_053427866.1,0001217,UPI0006A988FF,UniRef100_A0A0M0GL27|UniRef50_A0A0M0GL27|UniRef90_A0A0M0GL27
MPDKNC_00218,MPDKNC_00218,CDS,phosphoglucosamine mutase,,,5.4.2.10,0000287|0005975|0008966|0009252,,,,,,0001217,,UniRef50_P0C0V7|UniRef90_UPI001EE1952E
MPDKNCJOEG_179,,regulatory_region,glmS glucosamine-6-phosphate activated ribozyme aptamer,,,,,,,,RF00234,,0005836,,
MPDKNC_00219,MPDKNC_00219,CDS,glutamine--fructose-6-phosphate transaminase (isomerizing),,COG0449|M,2.6.1.16,0004360|1901137,K00820,,,,WP_238283405.1,0001217,UPI001EE29E82,UniRef100_UPI001EE29E82|UniRef50_P0CI73|UniRef90_A0A0M0GMA2
MPDKNC_00220,MPDKNC_00220,CDS,cytidine deaminase,,COG0295|F,3.5.4.5,,,,,,WP_238283406.1,0001217,UPI001EE3189E,UniRef100_UPI001EE3189E|UniRef50_A0A653NFE1|UniRef90_A0A0M0GM33
MPDKNC_00221,MPDKNC_00221,CDS,class I SAM-dependent methyltransferase,,,,,,,,,WP_238283407.1,0001217,UPI001EE2287F,UniRef100_UPI001EE2287F|UniRef50_A0A0M0GLB2|UniRef90_UPI002853107D
MPDKNC_00222,MPDKNC_00222,CDS,Acetyltransferase,,COG1670|JO,,,,,,,WP_079513727.1,0001217,UPI0009A8C23D,UniRef100_A0A5D4RFF6|UniRef50_A0A0C2WAD4|UniRef90_A0A0M0GL32
MPDKNC_00223,MPDKNC_00223,CDS,VOC domain-containing protein,,,,,,,,,,0001217,,UniRef50_I2CC91|UniRef90_A0A0M0GKV1
MPDKNC_00224,MPDKNC_00224,CDS,Peptidase M50 domain-containing protein,,,,,,,,,WP_238283409.1,0001217,UPI001EE1A8CD,UniRef100_UPI001EE1A8CD|UniRef50_A0A0B5AM45|UniRef90_A0A0M0GMA9
MPDKNC_00225,MPDKNC_00225,CDS,HAD family hydrolase,,C|COG0546,,,,,,,WP_238283410.1,0001217,UPI001EE17418,UniRef100_UPI001EE17418|UniRef50_A0A0A8X718|UniRef90_A0A0M0GM37
MPDKNC_00226,MPDKNC_00226,CDS,DUF4352 domain-containing protein,,,,,,,,,WP_238283411.1,0001217,UPI001EE20578,UniRef100_UPI001EE20578|UniRef50_A0A0M0GLB7|UniRef90_UPI001EE20578
MPDKNC_00227,MPDKNC_00227,CDS,NodB-like y domain-containing protein,,COG0726|GM,,,,,,,WP_238283412.1,0001217,UPI001EE1BC4D,UniRef100_UPI001EE1BC4D|UniRef50_A0A165KUC1|UniRef90_A0A165KUC1
MPDKNC_00228,MPDKNC_00228,CDS,VCBS repeat-containing protein,,,,,,,,,WP_238283413.1,0001217,UPI001EE35DD0,UniRef100_UPI001EE35DD0|UniRef50_A0A0M0GL38|UniRef90_A0A0M0GL38
MPDKNC_00229,MPDKNC_00229,CDS,Chemotaxis protein CheY,,COG0745|TK,,,,,,,WP_238283414.1,0001217,UPI001EE23EF2,UniRef100_UPI001EE23EF2|UniRef50_A0A810Q2I8|UniRef90_A0A0M0GKV6
MPDKNC_00230,MPDKNC_00230,CDS,histidine kinase,,COG5002|T,,,,,,,WP_238283415.1,0001217,UPI001EE1DE60,UniRef100_UPI001EE1DE60|UniRef50_A0A0J5T1R7|UniRef90_A0A0M0GLL6
MPDKNC_00231,MPDKNC_00231,CDS,Major facilitator superfamily (MFS) profile domain-containing protein,,,,,K08217,,,,WP_187443160.1,0001217,UPI001653C961,UniRef100_UPI001653C961|UniRef50_A0A0M0GMB3|UniRef90_A0A0M0GMB3
MPDKNC_00232,MPDKNC_00232,CDS,Peptidase G2 IMC autoproteolytic cleavage domain-containing protein,,,,,,,,,,0001217,,UniRef50_A0A6H0TRF1
MPDKNC_00233,MPDKNC_00233,CDS,Peptidase G2 IMC autoproteolytic cleavage domain-containing protein,,,,,,,,,,0001217,,UniRef50_A0A0M0GM41|UniRef90_A0A0M0GM41
MPDKNC_00234,MPDKNC_00234,CDS,DUF3160 domain-containing protein,,,,,,,,,WP_238283416.1,0001217,UPI001EE341E0,UniRef100_UPI001EE341E0|UniRef50_A0A163LJC2|UniRef90_A0A163LJC2
MPDKNC_00235,MPDKNC_00235,CDS,VOC domain-containing protein,,COG0346|Q,,,,,,,,0001217,,UniRef50_C0ZBP4|UniRef90_A0A0M0GL43
MPDKNC_00236,MPDKNC_00236,CDS,Beta-lactamase-related domain-containing protein,,COG1680|V,,,,,,,,0001217,,UniRef50_A0A0M0GLD8|UniRef90_A0A0M0GLD8
MPDKNC_00237,MPDKNC_00237,CDS,Pel9A-like right handed beta-helix region domain-containing protein,,,4.2.2.9,,K22994,,,,WP_238283418.1,0001217,UPI001EE1DD6D,UniRef100_UPI001EE1DD6D|UniRef50_A0A161T9D5|UniRef90_A0A161T9D5
MPDKNC_00238,MPDKNC_00238,CDS,MarR family transcriptional regulator,,COG1733|K,,,,,,,WP_048007311.1,0001217,UPI00064F0FC0,UniRef100_A0A0J5VCV8|UniRef50_A0A0V8GH80|UniRef90_A0A0J5VCV8
MPDKNC_00239,MPDKNC_00239,CDS,MFS sugar transporter,,COG2814|G,,,K19577,,,,WP_238283419.1,0001217,UPI001EE353B9,UniRef100_UPI001EE353B9|UniRef50_O34367|UniRef90_A0A0P6WJR7
MPDKNC_00240,MPDKNC_00240,CDS,hypothetical protein,,,,,,,,,,,,
